"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
357 0.219713220394296 2 32 "GO:0016796" "exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 0.571384380847888
-461 0.351292059048422 2 11 "GO:0016799" "hydrolase activity, hydrolyzing N-glycosyl compounds" 0.69703322777328
142 0.846477287018549 2 5 "GO:0016801" "hydrolase activity, acting on ether bonds" 0.963799916177856
506 0.45039662867863 2 6 "GO:0016805" "dipeptidase activity" 0.773239524626007
423 0.0453045009023698 2 61 "GO:0016810" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds" 0.261243914861637
446 0.0989851233494201 3 37 "GO:0016811" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides" 0.38499081161124
834 0.213021341278805 2 6 "GO:0016812" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides" 0.563993249952017
541 0.460662311111122 3 5 "GO:0016813" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines" 0.776558333577256
107 0.813563472681895 3 13 "GO:0016814" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines" 0.956179459753026
341 0.0215895530366006 2 125 "GO:0016829" "lyase activity" 0.18893842803662
870 0.00129745524845305 2 37 "GO:0016830" "carbon-carbon lyase activity" 0.0352518767965715
1119 0.00230544575802552 2 20 "GO:0016831" "carboxy-lyase activity" 0.054769914089309
117 0.830903156437759 4 9 "GO:0016832" "aldehyde-lyase activity" 0.962096612484725
293 0.212592836463529 3 49 "GO:0016835" "carbon-oxygen lyase activity" 0.563993249952017
267 0.336190405022882 2 35 "GO:0016836" "hydro-lyase activity" 0.688958356064473
499 0.336703649403719 3 10 "GO:0016840" "carbon-nitrogen lyase activity" 0.688958356064473
455 0.496969272567123 2 6 "GO:0016841" "ammonia-lyase activity" 0.803751092413024
-491 0.369825215538727 2 9 "GO:0016846" "carbon-sulfur lyase activity" 0.716027234490178
467 0.0039707625093518 2 104 "GO:0016853" "isomerase activity" 0.0801290130164826
564 0.157047287142981 3 17 "GO:0016854" "racemase and epimerase activity" 0.494783388525736
1133 0.122619293594225 2 5 "GO:0016855" "racemase and epimerase activity, acting on amino acids and derivatives" 0.435004391707315
340 0.583239512075228 2 7 "GO:0016857" "racemase and epimerase activity, acting on carbohydrates and derivatives" 0.851321066842766
192 0.461164334615845 2 40 "GO:0016860" "intramolecular oxidoreductase activity" 0.776558333577256
-107 0.845212156780038 3 9 "GO:0016861" "intramolecular oxidoreductase activity, interconverting aldoses and ketoses" 0.963607633994362
892 0.0715962175924529 4 11 "GO:0016863" "intramolecular oxidoreductase activity, transposing C=C bonds" 0.323708657902932
765 0.0711456766043118 2 15 "GO:0016866" "intramolecular transferase activity" 0.323708657902932
1198 0.0533578888822914 2 7 "GO:0016868" "intramolecular transferase activity, phosphotransferases" 0.280429765021382
2 0.985158443167295 2 313 "GO:0016874" "ligase activity" 0.994206970773883
-99 0.81540208400472 3 15 "GO:0016877" "ligase activity, forming carbon-sulfur bonds" 0.956179459753026
579 0.264543902629776 2 10 "GO:0016878" "acid-thiol ligase activity" 0.60544561330159
539 0.35316976254287 2 8 "GO:0016884" "carbon-nitrogen ligase activity, with glutamine as amido-N-donor" 0.699180678547709
597 0.250270809087418 3 10 "GO:0016886;GO:0003910;GO:0003909" "ligase activity, forming phosphoric ester bonds" 0.601984077874281
493 5.95619876037471e-07 2 290 "GO:0016887" "ATPase activity" 0.000174516623678979
487 0.34759185721559 2 10 "GO:0016888" "endodeoxyribonuclease activity, producing 5'-phosphomonoesters" 0.693292143862969
406 0.257062191451201 2 21 "GO:0016891" "endoribonuclease activity, producing 5'-phosphomonoesters" 0.604164883116593
418 0.163439704603871 2 30 "GO:0016893" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 0.50118874024467
-47 0.943692454151831 2 6 "GO:0016894" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters" 0.985339733847658
726 0.142520684205334 4 11 "GO:0016895;GO:0004529" "exodeoxyribonuclease activity, producing 5'-phosphomonoesters" 0.470090934663882
116 0.863024128140922 4 6 "GO:0016905" "myosin heavy chain kinase activity" 0.969467606882038
2400 0.00106861979858494 2 5 "GO:0016922" "ligand-dependent nuclear receptor binding" 0.0306931494953306
25 0.881193322354995 2 96 "GO:0017016;GO:0031267;GO:0051020" "GTPase binding" 0.971866895797057
-643 0.215676233597564 3 10 "GO:0017017;GO:0033549" "MAP kinase phosphatase activity" 0.564224432536484
206 0.639076707407713 2 14 "GO:0017022" "myosin binding" 0.868235588580185
1097 0.101538851332719 2 6 "GO:0017025" "TBP-class protein binding" 0.393183481592335
-944 0.0689135555797456 2 10 "GO:0017046" "peptide hormone binding" 0.322207528481896
71 0.866318928503569 3 15 "GO:0017048" "Rho GTPase binding" 0.969467606882038
374 0.361855183181742 2 16 "GO:0017056" "structural constituent of nuclear pore" 0.705256554360867
1352 0.000478156502940244 2 18 "GO:0017069" "snRNA binding" 0.0161653679263259
674 0.276809595733569 3 7 "GO:0017070" "U6 snRNA binding" 0.618823454651553
380 0.570270137639476 3 6 "GO:0017075" "syntaxin-1 binding" 0.838195643919268
-1121 0.0404761327103654 2 9 "GO:0017080" "sodium channel regulator activity" 0.243997890687574
-33 0.949588995991527 2 10 "GO:0017081" "chloride channel regulator activity" 0.985339733847658
224 0.636975885481861 4 12 "GO:0017091" "AU-rich element binding" 0.868064811377606
287 0.695658969641173 4 5 "GO:0017108;GO:0048256" "5'-flap endonuclease activity" 0.897921048920104
459 0.211080059702817 2 20 "GO:0017110" "nucleoside-diphosphatase activity" 0.563993249952017
327 1.7430988664597e-05 5 511 "GO:0017111;GO:0016462;GO:0016818;GO:0016817" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 0.00218883414802582
-1283 0.00346441467575299 3 14 "GO:0017112" "Rab guanyl-nucleotide exchange factor activity" 0.0725052499996876
-1010 0.0112225104809765 2 17 "GO:0017124" "SH3 domain binding" 0.138937841025047
895 0.149155139010495 3 7 "GO:0017127;GO:0015248" "sterol transporter activity" 0.475026692718207
-2016 0.00598359085293969 3 5 "GO:0017128" "phospholipid scramblase activity" 0.104233450132226
-680 0.213902511697994 2 9 "GO:0017134" "fibroblast growth factor binding" 0.564224432536484
464 0.423675779000177 3 8 "GO:0017136;GO:0034979" "NAD-dependent protein deacetylase activity" 0.755130791234482
-137 0.563992357770576 2 48 "GO:0017137" "Rab GTPase binding" 0.838195643919268
-403 0.376440532753255 3 13 "GO:0017147" "Wnt-protein binding" 0.721794770857445
95 0.887369782764681 3 6 "GO:0017160" "Ral GTPase binding" 0.974997548812693
17 0.981385406312204 2 5 "GO:0017166" "vinculin binding" 0.991537669136123
-218 0.490252798855398 2 27 "GO:0018024" "histone-lysine N-methyltransferase activity" 0.801748685003503
-227 0.605173974739645 3 14 "GO:0019003" "GDP binding" 0.854027336023796
-533 0.467156117871003 3 5 "GO:0019104" "DNA N-glycosylase activity" 0.777708764410249
-1219 0.000372428000685211 6 23 "GO:0019198" "transmembrane receptor protein phosphatase activity" 0.0142332266348826
-422 0.303787904924493 6 16 "GO:0019201" "nucleotide kinase activity" 0.648130020457838
285 0.333964410040627 5 31 "GO:0019205;GO:0016776" "nucleobase-containing compound kinase activity" 0.688958356064473
-207 0.738628241610548 6 7 "GO:0019206" "nucleoside kinase activity" 0.917025740643604
315 0.403313485466171 2 19 "GO:0019213" "deacetylase activity" 0.741658062185699
-19 0.96923749892482 2 11 "GO:0019239" "deaminase activity" 0.987402139483265
408 0.335812507973195 2 15 "GO:0019706;GO:0019707" "protein-cysteine S-palmitoyltransferase activity" 0.688958356064473
-489 0.465030921631439 6 6 "GO:0019789" "SUMO ligase activity" 0.777708764410249
-1637 0.0256264269532567 2 5 "GO:0019825" "oxygen binding" 0.1999775710473
-113 0.689932904935087 2 34 "GO:0019829" "cation-transporting ATPase activity" 0.895791762833001
-391 0.24371695427807 3 24 "GO:0019838" "growth factor binding" 0.598400007850345
59 0.813370383548061 3 43 "GO:0019842" "vitamin binding" 0.956179459753026
730 0.00560832948161578 3 39 "GO:0019843" "rRNA binding" 0.104059971264604
-126 0.343039517043754 3 157 "GO:0019887;GO:0019207" "kinase regulator activity" 0.693292143862969
-187 0.450335807954063 3 44 "GO:0019888;GO:0019208" "phosphatase regulator activity" 0.773239524626007
732 0.107915428376746 2 13 "GO:0019894" "kinesin binding" 0.405374621979315
-26 0.745559328122947 2 470 "GO:0019899" "enzyme binding" 0.921592448724444
-245 0.0787905380196491 5 142 "GO:0019901;GO:0019900" "kinase binding" 0.334574313619669
347 0.172383741164432 2 42 "GO:0019902" "phosphatase binding" 0.515392205726312
412 0.21902405283585 5 24 "GO:0019903" "protein phosphatase binding" 0.571282321788463
-307 0.03351364208184 3 132 "GO:0019904" "protein domain specific binding" 0.226603779922595
409 0.188111309015299 2 28 "GO:0019905" "syntaxin binding" 0.543913949422526
-1038 0.0454724903001485 2 10 "GO:0019955" "cytokine binding" 0.261243914861637
-431 0.0464139459449534 3 58 "GO:0020037;GO:0046906" "tetrapyrrole binding" 0.264361737427023
184 0.121676884390533 2 198 "GO:0022804" "active transmembrane transporter activity" 0.434829983828208
-549 0.000229057899875785 2 124 "GO:0022836" "gated channel activity" 0.0111856607772675
-352 0.405819705480222 3 15 "GO:0022839" "ion gated channel activity" 0.743157335660657
-1005 0.0831825854813501 2 8 "GO:0022841;GO:0022840;GO:0022842" "leak channel activity" 0.342582656696996
-742 0.000354548047223092 3 63 "GO:0022843;GO:0005244;GO:0022832" "voltage-gated channel activity" 0.0142332266348826
147 0.82636712394448 2 6 "GO:0030060;GO:0016615" "malate dehydrogenase activity" 0.959546501911754
176 0.599964335114926 2 24 "GO:0030145" "manganese ion binding" 0.854027336023796
385 0.600030169442701 2 5 "GO:0030151" "molybdenum ion binding" 0.854027336023796
850 0.142882444304392 2 8 "GO:0030159" "receptor signaling complex scaffold activity" 0.470090934663882
-122 0.720983945037765 2 23 "GO:0030165" "PDZ domain binding" 0.906440253890407
-406 0.123754342700521 2 39 "GO:0030170" "pyridoxal phosphate binding" 0.43686773989461
-140 0.0844682289068109 1 445 "GO:0030234" "enzyme regulator activity" 0.342582656696996
-431 0.0160569943240118 2 85 "GO:0030246" "carbohydrate binding" 0.164196644896923
-677 0.311962021113171 2 6 "GO:0030247;GO:0001871" "polysaccharide binding" 0.661223264692903
-475 0.20721839100836 3 19 "GO:0030276" "clathrin binding" 0.563993249952017
542 0.418334280900893 2 6 "GO:0030291" "protein serine/threonine kinase inhibitor activity" 0.751975118429212
-100 0.634014171421102 2 61 "GO:0030295;GO:0019209" "kinase activator activity" 0.866716106810495
1414 0.00641598115054581 5 10 "GO:0030331" "estrogen receptor binding" 0.104233450132226
-386 0.56469957550486 3 6 "GO:0030332" "cyclin binding" 0.838195643919268
-366 0.527838731677051 2 8 "GO:0030371" "translation repressor activity" 0.823776463888271
553 0.243030341648465 4 12 "GO:0030374" "ligand-dependent nuclear receptor transcription coactivator activity" 0.598400007850345
88 0.896035403812376 2 6 "GO:0030506" "ankyrin binding" 0.976829858241462
563 0.278083349928741 2 10 "GO:0030507" "spectrin binding" 0.618823454651553
1015 0.013380518865332 2 16 "GO:0030515" "snoRNA binding" 0.153600257905499
-773 0.136469300989011 2 10 "GO:0030544" "Hsp70 protein binding" 0.461371213728233
218 0.706739366769408 1 8 "GO:0030545" "receptor regulator activity" 0.902739873776937
1058 0.14912466727654 2 5 "GO:0030546" "receptor activator activity" 0.475026692718207
-65 0.85677428168484 4 21 "GO:0030552;GO:0030551" "cyclic nucleotide binding" 0.968000762983258
-698 0.228578399362999 2 8 "GO:0030553" "cGMP binding" 0.584070968139756
-974 8.68901158498655e-05 3 44 "GO:0030594" "neurotransmitter receptor activity" 0.00545545798800227
-28 0.912031866972554 3 42 "GO:0030674;GO:0060090" "binding, bridging" 0.983651547323773
-1073 0.0386929332243082 4 10 "GO:0030676" "Rac guanyl-nucleotide exchange factor activity" 0.241213392228134
376 0.608215144881566 2 5 "GO:0030742" "GTP-dependent protein binding" 0.854027336023796
774 0.212261274616094 8 7 "GO:0030898" "actin-dependent ATPase activity" 0.563993249952017
-1084 0.0105228943602297 2 15 "GO:0030971" "receptor tyrosine kinase binding" 0.134052523806404
862 0.0965824297943588 3 10 "GO:0030983" "mismatched DNA binding" 0.377506690764948
-225 0.347829164327155 2 47 "GO:0031072" "heat shock protein binding" 0.693292143862969
2123 0.000619130816516418 2 7 "GO:0031177" "phosphopantetheine binding" 0.0201561476932567
-762 0.298792328381779 2 5 "GO:0031210" "phosphatidylcholine binding" 0.640581601579473
-228 0.694585954703826 2 8 "GO:0031369" "translation initiation factor binding" 0.897921048920104
-1530 0.0223309581302081 1 6 "GO:0031386" "protein tag" 0.190571963072358
-282 0.1199929468605 2 83 "GO:0031406;GO:0043177" "carboxylic acid binding" 0.433220526678353
-428 0.46109299928843 2 8 "GO:0031418" "L-ascorbic acid binding" 0.776558333577256
-1058 0.0256003314042875 2 12 "GO:0031419" "cobalamin binding" 0.1999775710473
149 0.838791837996588 2 5 "GO:0031420" "alkali metal ion binding" 0.963607633994362
233 0.569543808209977 3 16 "GO:0031490" "chromatin DNA binding" 0.838195643919268
58 0.93724848558901 5 5 "GO:0031543" "peptidyl-proline dioxygenase activity" 0.985339733847658
363 0.391196597951493 2 15 "GO:0031593" "polyubiquitin binding" 0.731223236947868
317 0.46991228048945 2 14 "GO:0031624;GO:0044390" "small protein conjugating enzyme binding" 0.780818326181903
30 0.865093469028499 5 86 "GO:0031625;GO:0044389" "small conjugating protein ligase binding" 0.969467606882038
-449 0.540206714451832 3 5 "GO:0031690" "adrenergic receptor binding" 0.833055617549404
1411 0.0544906387039914 3 5 "GO:0032027" "myosin light chain binding" 0.280429765021382
1103 0.132854829356879 4 5 "GO:0032183" "SUMO binding" 0.458469528530995
-1 0.996593711831385 2 23 "GO:0032266" "phosphatidylinositol-3-phosphate binding" 0.998866445495767
-129 0.24556661996906 2 227 "GO:0032403" "protein complex binding" 0.601083544635642
-195 0.605555332155404 2 19 "GO:0032451;GO:0032452" "demethylase activity" 0.854027336023796
280 0.702933880357334 2 5 "GO:0032453" "histone demethylase activity (H3-K4 specific)" 0.902739873776937
-460 0.293931625471025 2 14 "GO:0032813" "tumor necrosis factor receptor superfamily binding" 0.639519551457998
851 0.0111474512820106 2 24 "GO:0032947" "protein complex scaffold" 0.138937841025047
-513 0.279113375557813 2 12 "GO:0033293" "monocarboxylic acid binding" 0.61954711392757
46 0.950279934683526 2 5 "GO:0033612" "receptor serine/threonine kinase binding" 0.985339733847658
929 0.0734492483492614 5 10 "GO:0034450" "ubiquitin-ubiquitin ligase activity" 0.326070147974751
57 0.931802037031742 2 6 "GO:0034483;GO:0015016" "heparan sulfate sulfotransferase activity" 0.985339733847658
-654 0.122731614497627 3 15 "GO:0034593;GO:0052866" "phosphatidylinositol phosphate phosphatase activity" 0.435004391707315
-64 0.753360976453075 5 65 "GO:0035004;GO:0016307" "phosphatidylinositol 3-kinase activity" 0.925071167587048
-1289 0.0263315177337326 2 8 "GO:0035005" "1-phosphatidylinositol-4-phosphate 3-kinase activity" 0.1999775710473
419 0.254029097238958 4 20 "GO:0035064" "methylated histone residue binding" 0.601984077874281
-74 0.654137214842164 2 100 "GO:0035091" "phosphatidylinositol binding" 0.873793644831726
454 0.535703815793229 2 5 "GO:0035173" "histone kinase activity" 0.83194991887323
89 0.870934156949412 3 9 "GO:0035198" "miRNA binding" 0.969859216525135
-91 0.900860776791582 4 5 "GO:0035242" "protein-arginine omega-N asymmetric methyltransferase activity" 0.977532062492176
-343 0.375748419280532 3 18 "GO:0035250;GO:0008378" "UDP-galactosyltransferase activity" 0.721794770857445
-671 0.074985553584257 2 19 "GO:0035251;GO:0046527" "glucosyltransferase activity" 0.326106371594282
-1275 0.0821809486394013 2 5 "GO:0035254" "glutamate receptor binding" 0.342582656696996
802 0.0098247880791519 3 28 "GO:0035257;GO:0051427" "hormone receptor binding" 0.13084831396325
1161 0.00813134954931044 2 14 "GO:0035258" "steroid hormone receptor binding" 0.119124270897398
300 0.510076152443044 2 13 "GO:0035326" "enhancer binding" 0.809967152543713
-522 0.339786731752252 7 9 "GO:0035381" "ATP-gated ion channel activity" 0.691371613912568
257 0.638413946288733 2 9 "GO:0035586" "purinergic receptor activity" 0.868235588580185
-157 0.68507397667831 3 18 "GO:0035591" "signaling adaptor activity" 0.890798854290288
-66 0.928786828788649 2 5 "GO:0035650" "AP-1 adaptor complex binding" 0.985339733847658
590 0.378552206331379 2 6 "GO:0035925" "mRNA 3'-UTR AU-rich region binding" 0.721794770857445
651 0.209724491929874 2 10 "GO:0036002" "pre-mRNA binding" 0.563993249952017
468 0.0386686641954372 2 53 "GO:0036459" "ubiquitinyl hydrolase activity" 0.241213392228134
319 0.436436345743422 2 16 "GO:0042162" "telomeric DNA binding" 0.765723648519896
-816 0.115798029890413 2 10 "GO:0042165" "neurotransmitter binding" 0.424110284473638
-483 0.510491242900133 2 5 "GO:0042166" "acetylcholine binding" 0.809967152543713
-1126 0.0228430321284927 4 11 "GO:0042169" "SH2 domain binding" 0.193067550393703
-84 0.623987072680652 3 94 "GO:0042277;GO:0033218" "amide binding" 0.864217286477339
-528 0.198675270964733 4 16 "GO:0042281;GO:0004583;GO:0000009;GO:0000033;GO:0003980;GO:0004376;GO:0008921;GO:0016759;GO:0018715;GO:0018716;GO:0019112;GO:0018717;GO:0018718;GO:0019187;GO:0042283;GO:0046920;GO:0046921" "alpha-(1->3)-fucosyltransferase activity" 0.558635633608041
625 0.394311506613526 3 5 "GO:0042285" "xylosyltransferase activity" 0.731223236947868
432 0.0496532790259342 2 56 "GO:0042393" "histone binding" 0.272782701648726
-554 0.191363654369671 2 15 "GO:0042562" "hormone binding" 0.546993536473962
-358 0.00226910507628698 2 203 "GO:0042578" "phosphoric ester hydrolase activity" 0.054769914089309
568 8.4526625990359e-07 2 210 "GO:0042623" "ATPase activity, coupled" 0.000185747260613814
443 0.00401100861515954 8 116 "GO:0042626;GO:0015405;GO:0016820;GO:0043492;GO:0015399;GO:0042625" "ATPase activity, coupled to movement of substances" 0.0801290130164826
216 0.635294598761374 5 13 "GO:0042800" "histone methyltransferase activity (H3-K4 specific)" 0.867117938371503
54 0.603843037321545 2 264 "GO:0042802" "identical protein binding" 0.854027336023796
115 0.289440491869477 2 236 "GO:0042803;GO:0046983" "protein dimerization activity" 0.634459332551796
-814 0.0547414065743893 2 15 "GO:0042813" "Wnt-activated receptor activity" 0.280429765021382
323 0.461131803399152 4 14 "GO:0042826" "histone deacetylase binding" 0.776558333577256
-800 0.232194080803531 3 6 "GO:0042887" "amide transmembrane transporter activity" 0.586894626014116
998 0.136368239911177 2 6 "GO:0042895;GO:0019534" "toxin transporter activity" 0.461371213728233
-311 0.615785652291445 2 7 "GO:0042923" "neuropeptide binding" 0.859167600578064
1563 0.0117046882566986 3 7 "GO:0042974" "retinoic acid receptor binding" 0.142894735800529
-18 0.970851975136592 2 11 "GO:0043014" "alpha-tubulin binding" 0.987402139483265
277 0.593296747739564 3 10 "GO:0043015" "gamma-tubulin binding" 0.854027336023796
368 0.0814937829432827 2 61 "GO:0043021" "ribonucleoprotein complex binding" 0.342582656696996
750 0.0139671119110871 2 29 "GO:0043022" "ribosome binding" 0.157398607305712
932 0.204123396704616 2 5 "GO:0043023" "ribosomal large subunit binding" 0.563993249952017
-6 0.992744599696458 3 6 "GO:0043024" "ribosomal small subunit binding" 0.998710703025958
-164 0.823255305246355 2 5 "GO:0043027" "cysteine-type endopeptidase inhibitor activity involved in apoptotic process" 0.959546501911754
-37 0.946384795496819 2 9 "GO:0043028" "cysteine-type endopeptidase regulator activity involved in apoptotic process" 0.985339733847658
616 0.0103220661962409 4 47 "GO:0043130;GO:0032182" "small conjugating protein binding" 0.134052523806404
901 0.0826022502325096 2 10 "GO:0043138;GO:0043140;GO:0009378" "3'-5' DNA helicase activity" 0.342582656696996
61 0.92181164434701 3 7 "GO:0043139" "5'-3' DNA helicase activity" 0.985339733847658
387 0.597565488552755 2 5 "GO:0043141" "ATP-dependent 5'-3' DNA helicase activity" 0.854027336023796
15 0.956412917136351 3 35 "GO:0043178" "alcohol binding" 0.985339733847658
-940 0.16024488246573 2 6 "GO:0043295;GO:1900750" "glutathione binding" 0.497721737411225
325 0.552216455595264 2 9 "GO:0043325" "phosphatidylinositol-3,4-bisphosphate binding" 0.838195643919268
-992 0.109633633759579 2 7 "GO:0043395;GO:0043394" "proteoglycan binding" 0.408338830824873
203 0.632283082097499 5 15 "GO:0043531" "ADP binding" 0.86569599558209
-1139 0.0373032588773395 3 9 "GO:0043539" "protein serine/threonine kinase activator activity" 0.241213392228134
-866 0.237956253670508 2 5 "GO:0043548" "phosphatidylinositol 3-kinase binding" 0.595907541243238
-727 0.277653787744514 2 6 "GO:0043560" "insulin receptor substrate binding" 0.618823454651553
48 0.654398695079951 2 246 "GO:0043565" "sequence-specific DNA binding" 0.873793644831726
569 0.00108246602315728 2 90 "GO:0043566" "structure-specific DNA binding" 0.0306931494953306
-132 0.809703489500183 2 9 "GO:0043621" "protein self-association" 0.956179459753026
-21 0.869815412581674 3 171 "GO:0044212;GO:0000975;GO:0001067" "transcription regulatory region DNA binding" 0.969859216525135
72 0.841832418465098 2 21 "GO:0044325" "ion channel binding" 0.963607633994362
49 0.941511525995094 2 6 "GO:0044548" "S100 protein binding" 0.985339733847658
593 5.31934732623847e-13 3 431 "GO:0044822" "poly(A) RNA binding" 4.67570629976362e-10
30 0.944893827076306 1 14 "GO:0045182" "translation regulator activity" 0.985339733847658
-73 0.90031053580418 4 8 "GO:0045309" "protein phosphorylated amino acid binding" 0.977532062492176
635 0.273399164109805 2 8 "GO:0045502" "dynein binding" 0.618619769518609
-526 0.473700371081895 1 5 "GO:0045735" "nutrient reservoir activity" 0.784148071903928
-705 0.0491641024644305 3 21 "GO:0046332" "SMAD binding" 0.271794000416569
-865 0.13612196722478 2 8 "GO:0046625" "sphingolipid binding" 0.461371213728233
-523 0.000134731222742963 4 147 "GO:0046873" "metal ion transmembrane transporter activity" 0.00740179654944153
-1487 0.0263906692167085 2 6 "GO:0046875" "ephrin receptor binding" 0.1999775710473
-124 0.74851756227354 2 18 "GO:0046915" "transition metal ion transmembrane transporter activity" 0.922786728244659
-108 0.742486952650089 9 25 "GO:0046933;GO:0044769;GO:0046961;GO:0036442" "hydrogen-exporting ATPase activity" 0.920516264286923
-653 0.292592328766967 3 7 "GO:0046934;GO:0052813" "phosphatidylinositol-4,5-bisphosphate 3-kinase activity" 0.638624752961362
-229 0.215301510229834 3 80 "GO:0046943;GO:0005342;GO:0008514" "organic anion transmembrane transporter activity" 0.564224432536484
626 0.312933877260805 2 7 "GO:0046966" "thyroid hormone receptor binding" 0.661223264692903
89 0.642692469964442 2 74 "GO:0046982" "protein heterodimerization activity" 0.868670055037172
-28 0.966316660487909 2 6 "GO:0047372" "acylglycerol lipase activity" 0.987402139483265
530 0.159795845604174 5 19 "GO:0047429;GO:0000810;GO:0004787;GO:0008758;GO:0008796;GO:0008828;GO:0019176;GO:0019177" "nucleoside-triphosphate diphosphatase activity" 0.497721737411225
665 0.070029193365617 2 20 "GO:0047485" "protein N-terminus binding" 0.322280947478415
-604 0.297527143388981 3 8 "GO:0047555" "3',5'-cyclic-GMP phosphodiesterase activity" 0.640581601579473
-214 0.771023307785367 5 5 "GO:0047617;GO:0016289;GO:0016290" "CoA hydrolase activity" 0.938239914222534
-38 0.90680096886811 2 26 "GO:0048029" "monosaccharide binding" 0.979211365645048
223 0.0753122697064377 2 177 "GO:0048037" "cofactor binding" 0.326106371594282
-1036 0.0287996558856923 2 12 "GO:0048038" "quinone binding" 0.210957479362696
-582 0.200809757647421 2 13 "GO:0048306" "calcium-dependent protein binding" 0.560708930703832
-306 0.621476768166851 8 7 "GO:0048365" "Rac GTPase binding" 0.862998545369134
-457 0.297096149944339 5 14 "GO:0048487" "beta-tubulin binding" 0.640581601579473
-390 0.560664769533904 2 6 "GO:0050321" "tau-protein kinase activity" 0.838195643919268
566 0.00685454367811801 3 62 "GO:0050660" "flavin adenine dinucleotide binding" 0.107591855233317
545 0.10448018452586 3 24 "GO:0050661" "NADP binding" 0.395853802578582
541 0.000313103365369781 2 122 "GO:0050662" "coenzyme binding" 0.0137608929080019
3 0.995302134073651 4 10 "GO:0050664" "oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor" 0.998710703025958
502 0.493976762513773 3 5 "GO:0050681" "androgen receptor binding" 0.802598103973394
566 0.440677761278324 2 5 "GO:0050694" "galactose 3-O-sulfotransferase activity" 0.771625004310053
-861 0.198648654972465 2 6 "GO:0050699" "WW domain binding" 0.558635633608041
-1233 0.0928426111240519 2 5 "GO:0050700" "CARD domain binding" 0.365958094968796
30 0.967240197674247 2 5 "GO:0050750;GO:0070325" "low-density lipoprotein particle receptor binding" 0.987402139483265
1519 0.0384009718962095 2 5 "GO:0050811" "GABA receptor binding" 0.241213392228134
17 0.915140491949079 2 102 "GO:0050839" "cell adhesion molecule binding" 0.985339733847658
-1140 0.120256892502296 2 5 "GO:0050840" "extracellular matrix binding" 0.433220526678353
-398 0.400734166816673 2 12 "GO:0050997" "quaternary ammonium group binding" 0.738459816838272
273 0.660095971199434 5 7 "GO:0051010" "microtubule plus-end binding" 0.873831865488407
-7 0.980239855891787 2 35 "GO:0051015" "actin filament binding" 0.991519946293303
-714 0.169078485752166 3 10 "GO:0051018" "protein kinase A binding" 0.508972564986829
321 0.55780847120659 2 9 "GO:0051019" "mitogen-activated protein kinase binding" 0.838195643919268
612 0.26331731598565 2 9 "GO:0051059" "NF-kappaB binding" 0.60544561330159
59 0.824215429212019 2 39 "GO:0051082" "unfolded protein binding" 0.959546501911754
266 0.447069937529669 2 22 "GO:0051087" "chaperone binding" 0.773239524626007
709 0.0668778261650014 2 18 "GO:0051117" "ATPase binding" 0.31436154651891
76 0.803214609924467 3 29 "GO:0051119;GO:1901476;GO:0015144" "carbohydrate transmembrane transporter activity" 0.956179459753026
-221 0.627586360204861 2 13 "GO:0051183" "vitamin transporter activity" 0.864453624550839
353 0.569697569433172 2 7 "GO:0051184" "cofactor transporter activity" 0.838195643919268
-239 0.265983964030132 3 59 "GO:0051213" "dioxygenase activity" 0.60544561330159
-106 0.790804649329759 3 17 "GO:0051219" "phosphoprotein binding" 0.953521655364689
817 0.00568245576871559 2 31 "GO:0051287" "NAD binding" 0.104059971264604
-1194 0.0746783056010868 2 6 "GO:0051379;GO:0051380" "norepinephrine binding" 0.326106371594282
-345 0.606666847459195 4 6 "GO:0051393;GO:0042805" "actinin binding" 0.854027336023796
262 0.243128035825608 2 54 "GO:0051536;GO:0051540" "iron-sulfur cluster binding" 0.598400007850345
274 0.491581925089252 4 17 "GO:0051537" "2 iron, 2 sulfur cluster binding" 0.801748685003503
143 0.611632298515408 3 34 "GO:0051539" "4 iron, 4 sulfur cluster binding" 0.856090430565356
187 0.718461732281421 2 10 "GO:0051721" "protein phosphatase 2A binding" 0.906136870006533
91 0.875592128528348 2 8 "GO:0051861" "glycolipid binding" 0.969859216525135
-39 0.946406417929401 2 8 "GO:0051864" "histone demethylase activity (H3-K36 specific)" 0.985339733847658
-376 0.40868243434967 2 13 "GO:0051879" "Hsp90 protein binding" 0.74345589296979
152 0.820162849393557 3 6 "GO:0051998;GO:0010340" "protein carboxyl O-methyltransferase activity" 0.957401254471363
88 0.574441890713726 2 112 "GO:0052689" "carboxylic ester hydrolase activity" 0.84015710804886
125 0.767420220042478 2 15 "GO:0052742" "phosphatidylinositol kinase activity" 0.936892185301859
