"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
47 0.90793499237912 2 23 "GO:0016411" "acylglycerol O-acyltransferase activity" 0.95628083861869
31 0.966040829531209 2 7 "GO:0016412" "serine O-acyltransferase activity" 0.986367483161679
-582 0.300782287955562 3 12 "GO:0016413" "O-acetyltransferase activity" 0.526315761226423
-113 0.869772086534536 3 8 "GO:0016415;GO:0019107;GO:0016414;GO:0004147;GO:0008951;GO:0016749;GO:0016750;GO:0016752;GO:0016753;GO:0018030;GO:0018031;GO:0019105;GO:0018711;GO:0018712;GO:0018713;GO:0019186;GO:0019705;GO:0046941" "N-succinyltransferase activity" 0.93297678262761
346 0.615136075465135 2 8 "GO:0016419;GO:0016420" "S-malonyltransferase activity" 0.778533220959065
-408 0.578879617812583 2 7 "GO:0016421;GO:0016885" "ligase activity, forming carbon-carbon bonds" 0.747404624042617
-540 0.405318821426585 3 9 "GO:0016423" "tRNA (guanine) methyltransferase activity" 0.614816433114866
1 0.999246127803136 6 6 "GO:0016426" "tRNA (adenine) methyltransferase activity" 0.999246127803136
-222 0.76331458654291 2 7 "GO:0016427" "tRNA (cytosine) methyltransferase activity" 0.872737718024206
718 0.220971977821328 7 11 "GO:0016433" "rRNA (adenine) methyltransferase activity" 0.450600589825347
546 0.530544543123762 2 5 "GO:0016453" "C-acetyltransferase activity" 0.714861789031881
-61 0.928920594206753 2 8 "GO:0016454" "C-palmitoyltransferase activity" 0.970256686823783
-76 0.38447213327259 2 534 "GO:0016491" "oxidoreductase activity" 0.600008703719079
1962 0.0135145664511191 3 6 "GO:0016499" "orexin receptor activity" 0.0845943431655493
1587 0.0458171095939787 2 6 "GO:0016500" "protein-hormone receptor activity" 0.179103246594644
205 0.655894640323831 3 18 "GO:0016504" "peptidase activator activity" 0.800753446040063
464 0.428949978563052 4 11 "GO:0016594" "glycine binding" 0.637080077488804
1072 0.144886897942925 3 7 "GO:0016595" "glutamate binding" 0.366478624208575
147 0.527880039291319 2 71 "GO:0016597" "amino acid binding" 0.714190641394137
-251 0.698491141658949 2 9 "GO:0016615" "malate dehydrogenase activity" 0.82930100732377
-169 0.390893247548114 4 99 "GO:0016616;GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 0.606352039183343
-849 0.0170479627553711 4 30 "GO:0016620;GO:0016903" "oxidoreductase activity, acting on the aldehyde or oxo group of donors" 0.0980257858433838
-1076 0.175483233968613 4 6 "GO:0016624" "oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor" 0.391767310146633
-157 0.586288796442473 3 46 "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 0.75263665314755
335 0.465174843297301 2 18 "GO:0016628" "oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor" 0.666697203721739
-922 0.210160233354473 2 7 "GO:0016634" "oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor" 0.43757572797384
-77 0.834395821299952 2 28 "GO:0016638;GO:0016641" "oxidoreductase activity, acting on the CH-NH2 group of donors" 0.914875240871012
-2113 0.0151641683465078 2 5 "GO:0016639" "oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor" 0.0892700148493822
-442 0.207107615538538 2 31 "GO:0016645" "oxidoreductase activity, acting on the CH-NH group of donors" 0.433960660524606
-924 0.0340037600963452 4 20 "GO:0016646" "oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor" 0.151344288220763
1234 0.156295650822905 4 5 "GO:0016647" "oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor" 0.373813988916436
-346 0.159428588971658 3 63 "GO:0016651" "oxidoreductase activity, acting on NAD(P)H" 0.375416367840404
-923 0.133897889266803 2 10 "GO:0016653" "oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor" 0.34940636539543
-532 0.148410836392451 4 28 "GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 0.367366104109245
-476 0.102191487319423 3 45 "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 0.294653504308873
934 0.174910055023661 2 8 "GO:0016668" "oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor" 0.391767310146633
888 0.26349684740379 2 6 "GO:0016670" "oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor" 0.502806625331304
-554 0.420919329508467 2 8 "GO:0016671" "oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor" 0.630741237702839
670 0.330528919429054 3 8 "GO:0016679" "oxidoreductase activity, acting on diphenols and related substances as donors" 0.550574084506552
-244 0.556578721860169 2 22 "GO:0016702;GO:0016701" "oxidoreductase activity, acting on single donors with incorporation of molecular oxygen" 0.732507068264869
567 0.00418509515450953 3 98 "GO:0016705" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen" 0.0372888207910804
481 0.106102003666382 4 43 "GO:0016706" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors" 0.301537016166815
-20 0.97085537372994 4 13 "GO:0016709" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen" 0.988852692707426
941 0.236293152345654 4 6 "GO:0016715" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen" 0.467694991704089
-924 0.154471409983216 3 9 "GO:0016722" "oxidoreductase activity, oxidizing metal ions" 0.37246032840819
-143 0.869565175440238 4 5 "GO:0016723" "oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor" 0.93297678262761
144 0.856293709529289 3 6 "GO:0016725" "oxidoreductase activity, acting on CH or CH2 groups" 0.92859043719788
-1643 0.025477479353053 2 7 "GO:0016742" "hydroxymethyl-, formyl- and related transferase activity" 0.127904705990708
-163 0.296119440162934 3 159 "GO:0016746;GO:0016747" "transferase activity, transferring acyl groups" 0.522035875795262
-438 0.499400624965862 2 9 "GO:0016748;GO:0016751" "succinyltransferase activity" 0.696366800512222
566 0.313658216521535 2 12 "GO:0016755" "transferase activity, transferring amino-acyl groups" 0.534863029439511
-59 0.697179931966442 4 171 "GO:0016758;GO:0016757" "transferase activity, transferring glycosyl groups" 0.829023214086796
-183 0.553091155360754 4 40 "GO:0016763" "transferase activity, transferring pentosyl groups" 0.731901459599422
-662 0.0341394365634376 3 39 "GO:0016765" "transferase activity, transferring alkyl or aryl (other than methyl) groups" 0.151344288220763
-855 0.0182078476206438 2 29 "GO:0016769;GO:0008483" "transferase activity, transferring nitrogenous groups" 0.100985286877572
1766 0.0262160841616374 2 6 "GO:0016775" "phosphotransferase activity, nitrogenous group as acceptor" 0.130289986109846
-232 0.155054336679226 2 145 "GO:0016779" "nucleotidyltransferase activity" 0.37246032840819
-1113 0.0392511648316548 2 13 "GO:0016780" "phosphotransferase activity, for other substituted phosphate groups" 0.163106731170196
976 0.00464628656248457 3 32 "GO:0016782" "transferase activity, transferring sulfur-containing groups" 0.0395748440211544
-1367 0.0854085287145415 4 6 "GO:0016783" "sulfurtransferase activity" 0.260706897835437
-175 0.0342953364510821 2 610 "GO:0016788" "hydrolase activity, acting on ester bonds" 0.151344288220763
-778 0.00485520732203907 3 50 "GO:0016790" "thiolester hydrolase activity" 0.0403512608529129
-637 0.0344312081392029 2 42 "GO:0016796" "exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 0.151344288220763
-734 0.174343636928861 3 13 "GO:0016799" "hydrolase activity, hydrolyzing N-glycosyl compounds" 0.391767310146633
-218 0.802056884312195 2 5 "GO:0016801" "hydrolase activity, acting on ether bonds" 0.892277006282071
788 0.144370522042279 6 13 "GO:0016805" "dipeptidase activity" 0.36610883666619
-113 0.623360691556625 2 72 "GO:0016810" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds" 0.783359242629609
-178 0.544220179287175 3 44 "GO:0016811" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides" 0.72931403430219
854 0.214765719143589 2 8 "GO:0016812" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides" 0.44311471080139
169 0.8460904087472 2 5 "GO:0016813" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines" 0.921567636840287
-899 0.0960683710304932 3 13 "GO:0016814" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines" 0.282548118957229
-355 0.0289587590164967 2 146 "GO:0016829" "lyase activity" 0.139876611460017
-707 0.0203014096772574 2 41 "GO:0016830" "carbon-carbon lyase activity" 0.106233302491045
-830 0.0456739657440285 2 22 "GO:0016831" "carboxy-lyase activity" 0.179103246594644
-78 0.899731745346573 2 10 "GO:0016832" "aldehyde-lyase activity" 0.94966349642237
-110 0.661759497466144 3 60 "GO:0016835" "carbon-oxygen lyase activity" 0.80336050939978
91 0.75794638817944 2 44 "GO:0016836" "hydro-lyase activity" 0.867602983691512
13 0.981806946491599 2 11 "GO:0016840" "carbon-nitrogen lyase activity" 0.989841763819479
725 0.292393158263018 3 8 "GO:0016841" "ammonia-lyase activity" 0.521342431697836
-664 0.258109062501194 2 11 "GO:0016846" "carbon-sulfur lyase activity" 0.49857395080797
-535 0.00316178160518753 2 117 "GO:0016853" "isomerase activity" 0.0297809715002902
-766 0.086716746969259 2 19 "GO:0016854" "racemase and epimerase activity" 0.262271751536994
-1014 0.202083729478865 3 6 "GO:0016855" "racemase and epimerase activity, acting on amino acids and derivatives" 0.427053009518371
-727 0.262832965691684 4 9 "GO:0016857" "racemase and epimerase activity, acting on carbohydrates and derivatives" 0.502788787367651
-288 0.316965747863138 3 46 "GO:0016860" "intramolecular oxidoreductase activity" 0.53586175151563
-425 0.489560298023075 4 10 "GO:0016861" "intramolecular oxidoreductase activity, interconverting aldoses and ketoses" 0.688041165962362
-1581 0.00166967020418795 3 15 "GO:0016866" "intramolecular transferase activity" 0.0187648162720668
-2011 0.00625897302699969 2 7 "GO:0016868" "intramolecular transferase activity, phosphotransferases" 0.0483314464274159
-464 8.97969742795279e-06 2 366 "GO:0016874" "ligase activity" 0.000261203551654274
-118 0.786083519622536 3 20 "GO:0016878;GO:0016877" "ligase activity, forming carbon-sulfur bonds" 0.88546309898256
-511 0.362984849637437 2 12 "GO:0016884" "carbon-nitrogen ligase activity, with glutamine as amido-N-donor" 0.580988429970081
528 0.347525988752074 2 12 "GO:0016886" "ligase activity, forming phosphoric ester bonds" 0.563447873566887
-220 0.0405895161968847 3 346 "GO:0016887;GO:0042623" "ATPase activity" 0.167209683362847
499 0.263983426711442 7 19 "GO:0016888" "endodeoxyribonuclease activity, producing 5'-phosphomonoesters" 0.502806625331304
-242 0.444017682228718 3 38 "GO:0016891" "endoribonuclease activity, producing 5'-phosphomonoesters" 0.647736764660847
-3 0.992336303638355 2 55 "GO:0016893" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 0.993340692609649
-274 0.709103552938467 2 7 "GO:0016894" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters" 0.836877582167236
-907 0.0624113746083554 2 16 "GO:0016895;GO:0004529" "exodeoxyribonuclease activity, producing 5'-phosphomonoesters" 0.21657841925496
1395 0.108983123520479 2 5 "GO:0016899" "oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor" 0.305682453069665
-215 0.769993908670752 8 7 "GO:0016905" "myosin heavy chain kinase activity" 0.877235731327716
1515 0.00186639994293088 2 16 "GO:0016917;GO:0004890" "GABA receptor activity" 0.0201770361693559
276 0.751651614419833 2 5 "GO:0016922" "ligand-dependent nuclear receptor binding" 0.86239378963018
-704 0.375308425321057 6 6 "GO:0016929" "SUMO-specific protease activity" 0.59293934926921
2179 0.0122843097960898 7 5 "GO:0016934;GO:0005237;GO:0016933" "extracellular-glycine-gated ion channel activity" 0.0794064208387766
-214 0.267714297115571 6 103 "GO:0017016;GO:0031267;GO:0051020" "GTPase binding" 0.505934009275466
-1273 0.038687656400947 7 10 "GO:0017017;GO:0033549" "MAP kinase phosphatase activity" 0.16295833540557
196 0.717191208638166 2 13 "GO:0017022" "myosin binding" 0.842941799002198
-773 0.293551658989304 2 7 "GO:0017025" "TBP-class protein binding" 0.521342431697836
462 0.301136847222718 2 19 "GO:0017046" "peptide hormone binding" 0.526315761226423
212 0.662833342437028 2 16 "GO:0017048" "Rho GTPase binding" 0.80336050939978
-887 0.0603185858660157 2 17 "GO:0017056" "structural constituent of nuclear pore" 0.213053862219605
-262 0.558251627053061 2 19 "GO:0017069" "snRNA binding" 0.733177075434791
-231 0.737565112396926 3 8 "GO:0017070" "U6 snRNA binding" 0.856164197371549
-318 0.688628756116087 2 6 "GO:0017075" "syntaxin-1 binding" 0.822162702626117
-573 0.352121588926422 2 10 "GO:0017080" "sodium channel regulator activity" 0.568104814760573
799 0.155160419923331 2 12 "GO:0017081" "chloride channel regulator activity" 0.37246032840819
-800 0.154772458075451 2 12 "GO:0017091" "AU-rich element binding" 0.37246032840819
-239 0.556972007416766 4 23 "GO:0017110" "nucleoside-diphosphatase activity" 0.732507068264869
-232 0.00571652368628849 2 588 "GO:0017111;GO:0016462;GO:0016818;GO:0016817" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 0.0445168655570025
-445 0.307110519569576 2 20 "GO:0017112" "Rab guanyl-nucleotide exchange factor activity" 0.531930479604747
-665 0.00154366395823472 2 87 "GO:0017116;GO:0043142;GO:0015462;GO:0015450;GO:0008320;GO:0022884;GO:0015616;GO:0042624" "macromolecule transmembrane transporter activity" 0.0177521355196993
874 0.0569275874673153 4 18 "GO:0017124" "SH3 domain binding" 0.20775418452094
-827 0.342073155807476 2 5 "GO:0017128" "phospholipid scramblase activity" 0.559863027108416
505 0.43688759640203 4 9 "GO:0017134" "fibroblast growth factor binding" 0.644421238455918
-1259 0.0409148062424761 3 10 "GO:0017136;GO:0034979" "NAD-dependent protein deacetylase activity" 0.167209683362847
-360 0.175480231092607 2 54 "GO:0017137" "Rab GTPase binding" 0.391767310146633
891 0.0991579169948871 3 13 "GO:0017147" "Wnt-protein binding" 0.289283716542606
747 0.3099297355668 3 7 "GO:0017154" "semaphorin receptor activity" 0.532153660547856
1114 0.129972874932626 2 7 "GO:0017160" "Ral GTPase binding" 0.345546164807438
-170 0.830828930119194 2 6 "GO:0017166" "vinculin binding" 0.913708505082978
-410 0.274856026890671 7 27 "GO:0018024" "histone-lysine N-methyltransferase activity" 0.511105784320915
-402 0.394683442940222 3 17 "GO:0019003" "GDP binding" 0.608009229077694
-1066 0.147314212584561 2 7 "GO:0019104" "DNA N-glycosylase activity" 0.367366104109245
360 0.446346529694493 6 17 "GO:0019201" "nucleotide kinase activity" 0.648732032680126
-95 0.772795708301426 2 35 "GO:0019205;GO:0016776" "nucleobase-containing compound kinase activity" 0.878499948862196
-614 0.372035875010021 4 8 "GO:0019206" "nucleoside kinase activity" 0.589653013437357
-627 0.149834233047129 3 20 "GO:0019213" "deacetylase activity" 0.367366104109245
-1828 0.0357074950628675 2 5 "GO:0019237" "centromeric DNA binding" 0.156259790341487
-149 0.79966022297202 2 11 "GO:0019239" "deaminase activity" 0.890612568152396
10 0.988832332971893 2 7 "GO:0019534" "toxin transporter activity" 0.991402732202671
-158 0.667435192282865 6 28 "GO:0019706;GO:0019707;GO:0016417" "S-acyltransferase activity" 0.806960153016814
785 0.286110938857691 2 7 "GO:0019789" "SUMO ligase activity" 0.517214763789789
464 0.59427570609394 2 5 "GO:0019825" "oxygen binding" 0.758420499355681
-794 0.0120861111770375 8 38 "GO:0019829" "cation-transporting ATPase activity" 0.0786392365400664
643 0.0865093839748874 2 27 "GO:0019838" "growth factor binding" 0.262271751536994
-83 0.749365963178628 2 57 "GO:0019842" "vitamin binding" 0.860769962350364
-645 0.0366385752668615 2 40 "GO:0019843" "rRNA binding" 0.15892785499529
694 0.4249717908288 3 5 "GO:0019869" "chloride channel inhibitor activity" 0.63448330679857
-350 0.0188236165297454 3 175 "GO:0019887;GO:0019207" "kinase regulator activity" 0.102853904684631
-242 0.384636519876538 2 49 "GO:0019888;GO:0019208" "phosphatase regulator activity" 0.600008703719079
-32 0.950266289703973 2 14 "GO:0019894" "kinesin binding" 0.982041129067115
-319 0.000338601629229874 3 519 "GO:0019899" "enzyme binding" 0.00492466193100508
-212 0.174940152742842 5 159 "GO:0019901;GO:0019900" "kinase binding" 0.391767310146633
204 0.473718490766802 2 47 "GO:0019902" "phosphatase binding" 0.674111636501248
100 0.782694181141053 5 29 "GO:0019903" "protein phosphatase binding" 0.882650564593502
163 0.315727949949295 2 146 "GO:0019904" "protein domain specific binding" 0.535600244425133
294 0.401000300619016 4 31 "GO:0019905" "syntaxin binding" 0.611077499710642
409 0.46668248378551 3 12 "GO:0019955" "cytokine binding" 0.666978289687673
-124 0.326085312279157 2 247 "GO:0022804" "active transmembrane transporter activity" 0.544760766628524
-66 0.929052661700832 2 7 "GO:0022821" "potassium ion antiporter activity" 0.970256686823783
1682 0.0144911262533513 5 8 "GO:0022824;GO:0022835" "transmitter-gated ion channel activity" 0.0877831053043034
743 0.0965452212894226 2 19 "GO:0022839" "ion gated channel activity" 0.282548118957229
1204 0.0802821406957066 4 8 "GO:0022841;GO:0022840;GO:0022842" "narrow pore channel activity" 0.25126277578498
854 7.04893899125787e-05 7 83 "GO:0022843;GO:0005244;GO:0022832" "voltage-gated ion channel activity" 0.00142273482905184
420 0.000132119880669455 4 329 "GO:0022890;GO:0008324" "cation transmembrane transporter activity" 0.00246540682985077
-504 0.526089404030213 2 6 "GO:0030060" "L-malate dehydrogenase activity" 0.712743041898467
-592 0.0726045964244483 3 35 "GO:0030145" "manganese ion binding" 0.237768032661521
-86 0.921769896390659 3 5 "GO:0030151" "molybdenum ion binding" 0.965710198655044
-1332 0.0529785763874197 2 8 "GO:0030159" "receptor signaling complex scaffold activity" 0.198093182591584
866 0.0149903979312313 4 30 "GO:0030165" "PDZ domain binding" 0.0887754703831602
1729 0.0295422692594028 4 6 "GO:0030169;GO:0071813;GO:0071814" "lipoprotein particle binding" 0.14058702131601
-705 0.0132759014185697 2 47 "GO:0030170" "pyridoxal phosphate binding" 0.0836297229488244
1633 0.0605598803124901 3 5 "GO:0030228" "lipoprotein particle receptor activity" 0.213144916829369
-263 0.0044916929533001 1 474 "GO:0030234" "enzyme regulator activity" 0.0386285593983809
834 5.20675400825698e-06 2 115 "GO:0030246" "carbohydrate binding" 0.000160921241067692
1254 0.0883910495461271 2 7 "GO:0030247;GO:0001871" "polysaccharide binding" 0.266054528180556
643 0.121578221923328 3 22 "GO:0030276" "clathrin binding" 0.328526943940359
-275 0.689153569744238 2 8 "GO:0030291" "protein serine/threonine kinase inhibitor activity" 0.822162702626117
-324 0.171377931491374 2 68 "GO:0030295;GO:0019209" "kinase activator activity" 0.389638561482687
77 0.881972139893654 7 14 "GO:0030331" "estrogen receptor binding" 0.938934818465903
-192 0.793877896545166 3 7 "GO:0030332" "cyclin binding" 0.887169762353864
503 0.438000849927683 2 9 "GO:0030371" "translation repressor activity" 0.644421238455918
172 0.724369375637064 4 16 "GO:0030374" "ligand-dependent nuclear receptor transcription coactivator activity" 0.846810062062714
366 0.618988685240421 2 7 "GO:0030506" "ankyrin binding" 0.781323502463467
337 0.566199531343016 2 11 "GO:0030507" "spectrin binding" 0.737775146901506
-916 0.0525920350553847 2 17 "GO:0030515" "snoRNA binding" 0.197770048174051
57 0.933691272586117 3 8 "GO:0030523;GO:0016418" "S-acetyltransferase activity" 0.972431151913402
-719 0.268058059515009 4 9 "GO:0030544" "Hsp70 protein binding" 0.505934009275466
1501 0.0147783038960797 1 10 "GO:0030545" "receptor regulator activity" 0.0880466418868845
760 0.339141988770506 2 6 "GO:0030546" "receptor activator activity" 0.559863027108416
1001 0.010190691530837 3 25 "GO:0030551" "cyclic nucleotide binding" 0.0685618634285564
1276 0.00543389262169447 2 18 "GO:0030552" "cAMP binding" 0.0433695928863093
832 0.17658321598296 2 10 "GO:0030553" "cGMP binding" 0.392513450099032
1974 4.98823305389307e-17 2 69 "GO:0030594" "neurotransmitter receptor activity" 1.08693885663019e-14
-255 0.376222062091699 3 46 "GO:0030674;GO:0060090" "binding, bridging" 0.593434799694881
-457 0.363817648649872 3 15 "GO:0030676" "Rac guanyl-nucleotide exchange factor activity" 0.581285386938164
1420 0.0210929480294084 5 10 "GO:0030898" "actin-dependent ATPase activity" 0.109794345268868
-674 0.1538928746558 2 17 "GO:0030971" "receptor tyrosine kinase binding" 0.37246032840819
-653 0.453261859676503 2 5 "GO:0030976" "thiamine pyrophosphate binding" 0.654833695268716
-420 0.454944785413866 2 12 "GO:0030983" "mismatched DNA binding" 0.654935069540485
-369 0.199933442616118 3 46 "GO:0031072" "heat shock protein binding" 0.425554117530083
-974 0.185604880884803 5 7 "GO:0031177" "phosphopantetheine binding" 0.407013807527872
405 0.641577727973363 3 5 "GO:0031210" "phosphatidylcholine binding" 0.796110882135632
-1031 0.160961944073826 2 7 "GO:0031369" "translation initiation factor binding" 0.377230717272545
-263 0.720566006947767 1 7 "GO:0031386" "protein tag" 0.845361543145126
198 0.302579359786902 3 104 "GO:0031406;GO:0043177" "organic acid binding" 0.526850328924729
946 0.277275824225854 2 5 "GO:0031409" "pigment binding" 0.512571570391345
125 0.823402196843851 2 12 "GO:0031418" "L-ascorbic acid binding" 0.907853704212451
576 0.222586048845579 2 17 "GO:0031419" "cobalamin binding" 0.4529580294409
-34 0.966420719093698 2 6 "GO:0031420;GO:0030955" "alkali metal ion binding" 0.986367483161679
942 0.278906290450801 2 5 "GO:0031435" "mitogen-activated protein kinase kinase kinase binding" 0.512988868450775
563 0.262744298260865 2 15 "GO:0031490" "chromatin DNA binding" 0.502788787367651
647 0.318790980185735 2 9 "GO:0031545;GO:0031543" "peptidyl-proline dioxygenase activity" 0.538027780552375
-377 0.412206988705801 5 18 "GO:0031593" "polyubiquitin binding" 0.620506410700209
-309 0.539008609684432 4 15 "GO:0031624;GO:0044390" "small protein conjugating enzyme binding" 0.723310061028363
-234 0.231701678494649 5 100 "GO:0031625;GO:0044389" "small conjugating protein ligase binding" 0.466832537368741
387 0.656634018946907 3 5 "GO:0031690" "adrenergic receptor binding" 0.800753446040063
-1295 0.0783858878049582 4 7 "GO:0031996" "thioesterase binding" 0.247724317244351
-813 0.350315320842952 3 5 "GO:0032041;GO:0031078" "histone deacetylase activity (H3-K14 specific)" 0.56611413776745
-2461 0.00468175606721442 4 5 "GO:0032135" "DNA insertion or deletion binding" 0.0395748440211544
-13 0.988439702760102 2 5 "GO:0032183" "SUMO binding" 0.991402732202671
-414 0.298471725207265 2 24 "GO:0032266" "phosphatidylinositol-3-phosphate binding" 0.524697120599171
97 0.439324666935631 3 252 "GO:0032403" "protein complex binding" 0.644421238455918
73 0.859836464071236 2 22 "GO:0032451;GO:0032452" "demethylase activity" 0.930391972610998
917 0.248472237825001 3 6 "GO:0032453" "histone demethylase activity (H3-K4 specific)" 0.480898323305139
-669 0.14534984154365 2 18 "GO:0032813" "tumor necrosis factor receptor superfamily binding" 0.366711717568035
-488 0.201543428381537 2 26 "GO:0032947" "protein complex scaffold" 0.427053009518371
487 0.386151589172924 2 12 "GO:0033293" "monocarboxylic acid binding" 0.601423498727593
1193 0.170461179334919 2 5 "GO:0033612" "receptor serine/threonine kinase binding" 0.388447249682569
2033 0.0195162940901366 3 5 "GO:0033691" "sialic acid binding" 0.104900080734484
-271 0.643771605472442 2 11 "GO:0033764" "steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor" 0.796586537004343
-214 0.399963650632192 2 59 "GO:0034061" "DNA polymerase activity" 0.610438349498824
818 0.347357342574941 3 5 "GO:0034185" "apolipoprotein binding" 0.563447873566887
-1320 0.129442164881877 2 5 "GO:0034212" "peptide N-acetyltransferase activity" 0.345062806113683
-1108 0.0720088768963613 2 10 "GO:0034450" "ubiquitin-ubiquitin ligase activity" 0.236600595516616
2020 0.0202852036110515 2 5 "GO:0034481" "chondroitin sulfotransferase activity" 0.106233302491045
878 0.269096124783388 2 6 "GO:0034483;GO:0015016" "heparan sulfate sulfotransferase activity" 0.506925842687182
-1174 0.00703514510745796 6 20 "GO:0034593;GO:0052866" "phosphatidylinositol phosphate phosphatase activity" 0.0515389519353772
-1305 0.133620557207843 3 5 "GO:0034594" "phosphatidylinositol trisphosphate phosphatase activity" 0.34940636539543
-418 0.519763130816254 2 9 "GO:0034595;GO:0004439" "phosphatidylinositol phosphate 5-phosphatase activity" 0.706349403062187
-1421 0.102488175411782 3 5 "GO:0034596" "phosphatidylinositol phosphate 4-phosphatase activity" 0.294653504308873
-485 0.0420844718403962 5 67 "GO:0035004;GO:0016307" "phosphatidylinositol 3-kinase activity" 0.170189062637635
314 0.648377543895189 2 8 "GO:0035005" "1-phosphatidylinositol-4-phosphate 3-kinase activity" 0.797489561359372
-281 0.508331006776311 2 21 "GO:0035064" "methylated histone residue binding" 0.703131980002478
-571 0.00282868842086693 2 105 "GO:0035091" "phosphatidylinositol binding" 0.0269307335516746
-99 0.892678266128919 4 7 "GO:0035173" "histone kinase activity" 0.945489763398455
-520 0.512613720962579 2 6 "GO:0035197" "siRNA binding" 0.705533322693292
803 0.215956815577624 2 9 "GO:0035198" "miRNA binding" 0.44311471080139
869 0.0289948412753639 2 24 "GO:0035250;GO:0008378" "galactosyltransferase activity" 0.139876611460017
-169 0.678215353751596 3 23 "GO:0035251;GO:0046527" "glucosyltransferase activity" 0.816003631216945
-1593 0.0449573851881107 3 6 "GO:0035252;GO:0042285" "xylosyltransferase activity" 0.178565678518239
-875 0.314764996090847 2 5 "GO:0035254" "glutamate receptor binding" 0.534884160023793
-74 0.821613753897771 3 35 "GO:0035257;GO:0051427" "hormone receptor binding" 0.906892860050107
283 0.515817873819182 4 20 "GO:0035258" "steroid hormone receptor binding" 0.705533322693292
-1478 0.0628010231785757 2 6 "GO:0035312" "5'-3' exodeoxyribonuclease activity" 0.21716857315948
673 0.180597481165564 2 15 "GO:0035326" "enhancer binding" 0.398685064448087
-342 0.560647989081557 5 11 "GO:0035381" "ATP-gated ion channel activity" 0.734220822153511
324 0.533848407363782 3 14 "GO:0035586" "purinergic receptor activity" 0.71799227215823
-303 0.476465500055703 2 21 "GO:0035591" "signaling adaptor activity" 0.677046522349268
-549 0.489768433607182 2 6 "GO:0035925" "mRNA 3'-UTR AU-rich region binding" 0.688041165962362
11 0.984416606361086 2 12 "GO:0036002" "pre-mRNA binding" 0.989841763819479
172 0.79146265883148 2 9 "GO:0036310" "annealing helicase activity" 0.886143012280258
-1195 2.63836837210026e-06 2 59 "GO:0036459" "ubiquitinyl hydrolase activity" 8.69782106669052e-05
-649 0.146543404648345 2 19 "GO:0042162" "telomeric DNA binding" 0.367366104109245
913 0.0794909682550712 2 14 "GO:0042165" "neurotransmitter binding" 0.249576405092906
1592 0.0141564915163344 2 9 "GO:0042166" "acetylcholine binding" 0.0869613050289113
-766 0.192077378303796 4 11 "GO:0042169" "SH2 domain binding" 0.4165888753124
238 0.18640672093378 2 119 "GO:0042277;GO:0033218" "amide binding" 0.407867803105107
-115 0.782177245675026 2 22 "GO:0042281;GO:0004583;GO:0000009;GO:0000033;GO:0003980;GO:0004376;GO:0008921;GO:0016759;GO:0018715;GO:0018716;GO:0019112;GO:0018717;GO:0018718;GO:0019187;GO:0042283;GO:0046920;GO:0046921" "dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity" 0.882650564593502
-393 0.11333488524888 3 62 "GO:0042393" "histone binding" 0.313095534947325
683 0.0738749964040452 2 26 "GO:0042562" "hormone binding" 0.238765919750329
